      408 62     51-259-126   8  40
      408 68     51-318-210 -23   6
      408 68     61 -13 -60 -63 -72
      408 98     51-140-121 -72 -51
      408110     81-134-152-104-103
      408110    101-346-256 -81 -33
      408128     51-244 -72  88 119
      408140     31-420-279 -34  24
      409  6     31-444-332-150 -70
      409 14     31 -84-296-337-340
      409 22     71-228-295-224-212
      409 38     31-279-224   7 -80
      409 54     71-121 -94 -55 -32
      409 70     819996999699969996
      409 78     41-304-192 -26  20
      409 86     41-100 -57  -1   7
      409 86     51-175-121 -56 -22
      409 86     61-207-227-181-147
      409102     31-276-108  70 113
      409102     41-134-155 -78-106
      409110     31-534-305 -25  83
      409118     61-227 -85  58  85
      409126     61-337-289-116 -83
      409142     61-407-217  53 101
      409174     31-158-189-156-133
      409182     91-401-414-290-231
      409182    101-431-500-414-398
      409190     819998999899989998
      409198     61-413-248  16  61
      409198     71 -39-105-103-113
      409206     31-100-102 -77 -63
      410  8     51-362-175  71  97
      410  8     61-329-337-144-188
      410 20     41-482-313  -1  48
      410 20     51-181-260-187-209
      410 68     31-238-143  -7  19
      410 68     41 178 -15-188-152
      410140     71-262-198 -74 -41
      410164     51-336-224 -22   4
      410164     61   5-158-224-230
      410176     41-280-294-177-156
      410188     51-419-307 -80 -18
      410188     61-230-189 -55 -71
      410200     41 -69 -51 -16 -18
      410200     51-116 -51  12  28
      410284     51-346-251-100 -56
      410296     41-180 -76  32  53
      411  6     31-161-160 -97 -85
      411  6     41 291 113 -42 -66
      411  6     61 149-246-428-442
      411 30     41-265-290-210-182
      411 48     31-546-422-202-119
      411 72     31 110-114-231-242
      411 78     41 -89-220-254-257
      411132     31 -81-128-120-120
      411138     31-260-217 -87 -63
      411150     41  77-208-402-420
      411150     51-170 -55  35  66
      412  2     71-247-203 -80 -57
      412  2     81-296  10 273 248
      412 12     61-359-301-134 -80
      412 17     31-307 -81 142 175
      412 22     51-200-183-102 -78
      412 22     61-284-247-151 -98
      412 32     31 140 -11 -97-120
      412 52     51-459-372-116 -72
      412 52     61-167-253-174-212
      412 67     31-409-305 -83 -26
      412 72     619996999699969996
      412 72     71  44-119-186-210
      412 82     51-180-110 -19   5
      412 92     31-310 -26 166 227
      412122     61  90  84  41  43
      413 28     51-457-301  -4  32
      413 91     31  87  -7 -82 -76
      413100     51  20-161-254-268
      413109     51-336-257 -69 -44
      413109     71-177 -28  70 106
      413127     61-110-152-135-128
      413127     71 -51-183-218-217
      413145     51   1 -41 -69 -67
      413154     41  22 -38 -68 -75
      413172     51-369-335-155-124
      413172     61-177-273-269-245
      413199     21-456-323 -48   6
      413217     41-359-160  74 128
      413226     31  72 -85-161-170
      414  3     31-373-172  80 130
      414  3     41-400-108 145 218
      414  9     41-313-141  60 108
      414 15     41-318-228 -68 -25
      414 27     61-282-107 101 106
      414 33     31-290-141  56  68
      414 33     41 205 176  82  87
      414 45     61-290-133  59  85
      414 45     71  20 140 181 190
      414 87     71-240-301-222-208
      414 99     41-190-148 -53 -33
      414 99     51-109-205-204-198
      414105     61-344-216  -4  26
      414105     71  -8  36  52  55
      414117     31-204-120  -1  24
      414117     41-137-132 -94 -69
      414123     31-195-195-117-101
      414129     31-240-231-132-106
      414129     41-335-168  49  85
      414129     51-289-324-205-205
      414135     91-420-407-214-176
      414141     31-292-120  25  88
      414153    101-328-206 -42  15
      414153    111-574-398-100  14
      414159     41-172-124 -45 -19
      415 14     41 333 -11-275-336
      415 28    101-254-230-141 -96
      415 35     31-139-120 -63 -47
      415 35     41 371 117 -80-109
      415 49     61-245-174 -81 -31
      415 70     31 -59-109-102-102
      415 77     319999999999999999
      415 98     61 -26 -91-115-119
      415112     81-471-441-306-220
      415140     41-150-204-179-168
      415140     51  72-180-324-299
      415154     41 193  23-102-113
      415161     31  -8-138-183-189
      415168     31 -49-146-183-183
      415168     41-184-126 -50 -23
      415182    101  64 -72-135-148
      415182    111-115-197-171-178
      415189     41-240-260-186-162
      416  8     41-262-156 -12  27
      416 41     41 -71-109-110-102
      416 52     61 -85-113-102 -92
      416 85     41-116   8 115 115
      416129     41-327-297-182-125
      416129     51 -37 -53 -50 -43
      416173     51-186-159 -75 -59
      416173    131 177  30-129-125
      416173    141   0 -64 -89 -93
      416173    151-410-446-334-276
      416173    161-301 -28 158 225
      416173    171-553-450-216-112
      416184     61-397-266  -3 -35
      416184     81 152 -28-121-161
      416206     81-248-281-208-184
      416206    121 -64 -22  26  27
      416228     61-171-162 -93 -79
      416250     519998999899989998
      416250     71-480-321 -71  -3
      416261     31 291 -83-336-400
      416272     61-271-306-226-199
      416283    121-515-261  21 128
      417  1     51-280-156  26  40
      417 13     51 182 -21-139-177
      417 37     51-376-287 -85 -37
      417 61     41-187-181-103 -89
      417 61     51-181-314-298-296
      417109     31-365-235 -44  16
      417121     41-200-251-214-184
      417121     51-258-122 123  27
      417133     31-220-267-198-183
      417145     31-139-280-303-289
      417157     31-114-110 -62 -56
      417157     41 -31-111-121-129
      417181     41-396-228  25  74
      417229     41-241-170 -52 -21
      417241     41 -81-197-227-225
      417253     51  11-193-308-314
      417289     41 -63 -40 -15  -6
      417289     51 433 178-324 -50
      418 66     31 248  27-190-187
      418 66     41 299 -26-305-333
      418 66     51 -39 -85 -97 -93
      418 66     61 168 -56-196-204
      418210     31-236-140 -13  23
      418210     41 121-131-274-273
      418264     41  -6 100 156 155
      418336     51-435-313 -78 -12
      418336     61  91 100  14  80
      419 12     31-188-156 -69 -52
      419 23     21  52-178-283-303
      419 34     41-145-132 -74 -61
      419 34     51  11 -61 -80 -89
      419 56     41-317-183 -41  18
      419 78     31-236  27 212 251
      419 89     319999999999999999
      419111     51-249  -9 227 225
      419111     61 -64  71 139 155
      419133     31-224-187 -80 -58
      419133     419998999899989998
      419155     31 -42 -21   5   3
      419232     41-343 -67 145 209
      419254     21-445-249 -12  62
      419287     31-223-192 -97 -66
      419287     41-380-425-321-280
      420  4     81   9 -22 -40 -47
      420 11     819999999999999999
      420 18     31-397-123 100 177
      420 18     41 -54 -47 -14 -20
      420 25     31-366-191   2  70
      420 46     31-497-193  91 188
      420 53     31  49  17 -30 -21
      420 53     41-263-119  57  76
      420 67     61-218 -36  87 130
      420 74     31-156 -83 -11  14
      420 88     91-139-129 -66 -62
      420 88    1019999999999999999
      420102     81-178-227-191-170
      420109     41 -88   8  86  94
      420116     31 -41-166-214-218
      420116     419999999999999999
      420130     51-399-331-111 -71
      420137     41-310-228 -99 -40
      420144     31-111-169-149-145
      420151     41-312-167  32  61
      420151     51 -86  -7  65  56
      420165     61-259-176 -63 -16
      420172     71 -80-120-110-108
      420172     81-262-143   5  42
      420172     91 -45-188-214-222
      421  3     81-225-212-114 -94
      421 11     71 -93-122-100 -97
      421 11     81-231 -52  92 115
      421 15     91-257-111  58  94
      421 23     31   0 -11 -13 -14
      421 27     51-321-245 -63 -46
      421 31     81-299-202 -52  -9
      421 35     51-313-125  82 130
      421 35     61-227-209-111-103
      421 35     819999999999999999
      421 43     319999999999999999
      421 43     419999999999999999
      421 47     419999999999999999
      421 51     41-116 -47  19  37
      421 55     31-240-128  22  41
      421 59     61-278-163  11  28
      421 59     71-280-152 -26  30
      421 63     61 135 108  48  32
      421 71     31 -80 -23  38  36
      421 83     51 -56-132-148-149
      421 87     81-176 -98  13  28
      421 87     91 -62  78 138 156
      421 95     91-228-192 -82 -61
      421 99     81-165 -87  23  31
      421 99     91-112  27 119 139
      421103     51-195 -90  25  55
      421103     61 259  97 -78 -63
      422 18     91-344-212   0  31
      422 27     419999999999999999
      422 27     51-293-200 -72 -18
      422 45     419999999999999999
      422 54     51-185-109  -7  15
      422 63     31-178 -65  52  69
      422 63     41-122-162-144-126
      422 72     41-179-148 -70 -47
      422 81     21  -1-116-177-183
      422 81     31-317-145  38  92
      422135     31-196 -74  44  73
      422135     419999999999999999
      422144     51-279-202 -43 -28
      422144     61-196 -79  25  50
      422153     61-410-192  89 131
      422153     71-457-219  22 118
      422171     51-289-170   4  41
      422171     61-171-137 -72 -44
      422198     51-217 -93  61  65
      422198     71-338-276 -97 -64
      422216     61-319-221 -32 -11
      422216     71-343-191 -27  45
      422225     31 -23 -83 -98 -97
      423  2     21-462-185 120 205
      423  7     51-191  -9 134 160
      423  7     61 -82 -82 -39 -49
      423 17     31-548-425-117 -55
      423 17     41-118-124 -97 -76
      423 22     51-309-219 -53 -10
      423 22     61  -9 -71 -87 -93
      423 27     41-199-101  12  43
      423 27     51-187 -21 221 123
      423 37     21-152 -86   1  14
      423 37     31-274-213-106 -57
      423 42     81 -95 -57  -5   1
      423 42     91-124 -65   0  16
      423 42    101  29  -2 -28 -26
      423 47     41-264 -75  99 140
      423 47     51-242-102  32  57
      423 52     31-305-278-129-106
      423 52     41-453-293 -41  37
      423 52     519998999899989998
      423 57     71-459-335 -55 -11
      423 62     71-471-345 -88 -15
      423 62     91 -81   7  69  71
      423 82     61-301-171  25  37
      423 82     71-204 -88  34  64
      423 97     71-229-218-136-101
      423102     41  64 -73-162-179
      423102     51-223-166 -84 -43
